Name,Description,Price,Stock,Seller Username
探路者 征服者系列 专业登山鞋 TFX-3000,"探路者 征服者系列 TFX-3000 登山鞋，专为户外探险爱好者设计，助你征服每一座高峰！采用高强度 Gore-Tex 防水透气面料，搭配 Vibram 大底，提供卓越抓地力与耐磨性，适应复杂地形。鞋身内置 EVA 缓震中底，减轻长时间徒步疲劳，适合 39-45 码，经典黑灰配色，稳重又时尚。
无论是周末远足还是高海拔登山，这款鞋都能提供全天候保护与舒适体验，完美诠释探路者“探索自然，挑战自我”的品牌精神。赶快加入探路者的探险行列，开启你的户外征程！",599.99,128,seller01@cxk.com
始祖鸟 AlphaPeak 双人专业登山帐篷,"始祖鸟 AlphaPeak 双人专业登山帐篷，专为极致户外探险者打造，传承始祖鸟一贯的极致工艺与创新精神。
采用高强度尼龙Ripstop面料，搭配Gore-Tex防水涂层，防风防水性能卓越，确保在狂风暴雨中依然稳固。
帐篷尺寸为2.2m x 1.5m，适合2人使用，重量仅2.8kg，轻便易携；配备铝合金支架，抗压耐用。
适合高山露营、徒步旅行等多种场景，无论是珠峰脚下还是戈壁荒漠，都能为您提供安全庇护。
始祖鸟品牌始终秉持“追求卓越”的理念，助您挑战自然极限，探索未知领域！",3299.99,127,seller01@cxk.com
骆驼 专业健身哑铃 5KG双只装,"骆驼品牌匠心打造的专业健身哑铃，专为热爱运动的你设计！采用高密度铸铁材质，表面包裹环保PVC防滑涂层，手感舒适且安全耐用。每只哑铃重5KG，适合初学者及进阶健身者，尺寸为25cm长，握柄直径3cm，提供黑色经典款。
无论是居家健身、办公室锻炼还是户外训练，这款哑铃都能轻松满足你的塑形与力量训练需求，助力全身肌肉锻炼。
骆驼品牌秉承“坚韧不拔，勇攀高峰”的理念，陪伴每一位追求健康生活的用户，打造属于你的强健体魄！",129.99,326,seller01@cxk.com
Keep 智能运动手环 K5 Pro,"Keep 智能运动手环 K5 Pro，专为热爱运动的你打造！搭载高精度心率传感器与六轴运动算法，实时监测心率、步数、卡路里消耗及睡眠质量，助你科学健身。
采用轻盈硅胶表带，佩戴舒适，表盘尺寸1.2英寸，配备高清彩屏，支持黑、蓝、红三色可选，续航长达7天。
无论是跑步、瑜伽还是日常通勤，Keep K5 Pro 都是你的贴心运动伴侣，与 Keep App 无缝联动，提供个性化训练计划。
传承 Keep 品牌“让运动更简单”的理念，激发你的运动潜能！",299.90,1278,seller01@cxk.com
牧高笛 瑜伽垫 专业防滑升级版 6mm厚,"牧高笛全新升级版瑜伽垫，专为瑜伽爱好者打造，采用高密度TPE材质，6mm厚度提供极佳缓冲与支撑，防滑纹理设计确保运动中稳如磐石，尺寸183cm×61cm适合多种体型，经典灰绿色可选，环保无毒，呵护您的健康。
无论是室内瑜伽馆的冥想练习，还是户外公园的清晨拉伸，牧高笛瑜伽垫都能为您提供舒适体验，体现牧高笛“贴近自然，享受运动”的品牌理念。
从初学者到专业人士，这款瑜伽垫都是您提升练习品质的不二之选！",129.90,127,seller01@cxk.com
骆驼 力量之源哑铃 10kg可调式家用套装,"骆驼品牌匠心打造的力量之源哑铃，专为健身爱好者设计，助你在家也能享受专业级训练！
这款哑铃采用高密度铸铁材质，耐用防锈，表面包裹环保橡胶，防滑舒适，保护地板。重量可调设计，单只哑铃最高达10kg，满足不同强度需求，适合初学者到专业人士。
无论是居家健身、办公室锻炼还是户外塑形，骆驼哑铃都能陪伴你挑战自我，塑造完美体型。
骆驼品牌始终秉持“坚韧前行，超越自我”的理念，助力每一位用户在运动中突破极限！",129.90,1278,seller01@cxk.com
始祖鸟 山巅征服者 登山鞋 Alpha GTX 升级版,"始祖鸟 山巅征服者 登山鞋 Alpha GTX 升级版，专为极致户外探险设计，传承始祖鸟品牌“追求极致性能”的理念，打造无畏山巅的可靠伴侣。
采用顶级 GORE-TEX 防水透气面料，确保双脚干爽舒适；Vibram 大底提供超强抓地力，适应复杂地形；鞋身轻量化设计，减轻长途跋涉负担。
适合多种场景，从高海拔登山到湿滑岩石徒步，均能提供卓越保护与支撑。
规格：男/女款可选，尺码 EU 38-45，颜色为深灰/烈焰红，重量仅约 550g/只。
无论你是挑战雪山还是探索未知山谷，始祖鸟始终是你攀登梦想的坚实后盾！",1899.99,127,seller01@cxk.com
佳明 Venu 3 智能运动手环,"佳明 Venu 3 智能运动手环，专为热爱运动与科技的你设计！搭载先进的 GPS 定位与心率监测技术，支持全天候健康追踪，精准记录步数、卡路里与睡眠质量。
手环采用轻盈耐用的硅胶表带，配备 1.4 英寸 AMOLED 高清触摸屏，提供黑色与银色两种经典配色，适合各种手腕尺寸。
无论是晨跑、健身房锻炼还是户外徒步，佳明 Venu 3 都能成为你的最佳伙伴，助你挑战自我！
作为佳明品牌的核心理念，我们致力于通过科技赋能健康生活，让每一步都更有意义。",1299.99,1275,seller01@cxk.com
北面(The North Face) 疾风系列山地自行车 TNF-MX2023,"探索无界，征服山野！北面(The North Face) 疾风系列山地自行车 TNF-MX2023 专为户外探险者打造，融合品牌一贯的极致耐用与创新科技。
车架采用轻量化高强度铝合金，重量仅12.5kg，配备27.5英寸轮径与顶级液压碟刹系统，确保卓越操控与刹车性能。
车身提供经典黑灰与活力橙两种配色，兼具时尚与实用。
无论是崎岖山路还是城市通勤，这款自行车都能助你无畏前行，完美诠释北面“永不停止探索”的品牌精神。
适合身高160-185cm的用户，带来舒适骑行体验，快来开启你的户外冒险之旅！",5699.99,127,seller01@cxk.com
探路者 越野之王X5山地自行车,"探路者品牌倾力打造的越野之王X5山地自行车，专为户外探险爱好者设计，带来极致骑行体验！
采用高强度铝合金车架，轻量化设计，仅重13.5kg，搭配27.5英寸大轮径，轻松应对崎岖山路。
配备21速变速系统，爬坡、下坡随心切换，适合城市通勤、山地越野、长途骑行等多种场景。
车身提供经典黑红配色，彰显探路者“勇于探索，无畏前行”的品牌精神，助你征服每一片未知领域！
无论是周末郊游还是极限挑战，探路者X5都是你的最佳伙伴！",2599.99,128,seller01@cxk.com
佳明 智能健身哑铃 Pro5 套装,"佳明 智能健身哑铃 Pro5 套装，专为健身爱好者打造，融合佳明品牌尖端科技与人体工学设计，带来极致训练体验。
核心卖点：内置智能芯片，实时记录训练数据，搭配佳明专属APP，精准分析每组动作效果，帮助优化健身计划。
规格参数：采用高密度铸铁材质，表面环保防滑涂层，单只哑铃可调重量5-25kg，适合多种强度训练；尺寸紧凑，适合家庭使用；经典黑灰配色，简约大气。
使用场景：无论是居家健身、办公室锻炼，还是户外运动后辅助训练，Pro5 哑铃都能成为你的最佳伙伴，助力雕塑完美体型。
佳明品牌理念：科技赋能运动，让每一次努力都更有价值！",299.99,128,seller01@cxk.com
牧高笛 专业健身哑铃 5kg*2 家庭训练套装,"牧高笛 专业健身哑铃，专为热爱运动的你设计！这款哑铃采用高密度铸铁内核，搭配环保PVC外层，防滑耐磨，确保训练安全。单只重量5kg，双只组合适合多种强度训练，尺寸紧凑（25cm*10cm），黑色经典配色，适合家庭、办公室或户外使用。
无论是初学者塑形还是专业人士增肌，牧高笛哑铃都能满足需求，帮助你随时随地开启高效锻炼之旅。
牧高笛品牌秉承“让运动更自由”的理念，助力每一位用户在健身中找到最佳状态！",129.90,358,seller01@cxk.com
牧高笛 速干衣 轻薄透气款 MT-2301,"牧高笛 速干衣 轻薄透气款 MT-2301 是户外运动爱好者的理想选择，专为追求极致舒适与高效性能的用户设计。这款速干衣采用高科技聚酯纤维材质，具备卓越的吸湿排汗功能，快速干燥，保持肌肤干爽。衣身轻薄，重量仅约180g，穿着无负担；支持多色可选（黑色、蓝色、绿色），尺寸覆盖S至XXL，适合不同体型。独特的3D立体剪裁，贴合人体曲线，提升运动灵活性。
无论是登山、徒步还是日常健身，牧高笛速干衣都能为您提供全天候的舒适保护。其搭载的UPF50+防晒技术，有效抵御紫外线伤害，守护您的户外安全。
作为牧高笛品牌的核心产品之一，这款速干衣传承了品牌“探索自然，享受户外”的理念，旨在让每一位用户在挑战自我的同时，感受到大自然的无限魅力。",129.90,1275,seller01@cxk.com
巴拉巴拉 婴儿柔润湿巾 80抽家庭装,"巴拉巴拉 婴儿柔润湿巾，专为宝宝娇嫩肌肤设计，采用无酒精、无香精的温和配方，保护宝宝远离过敏烦恼。选用高品质纯棉材质，触感柔软细腻，每片湿巾尺寸为15cm x 20cm，80抽大容量，适合家庭日常使用。
无论是更换尿布、清洁小手，还是外出旅行擦拭，巴拉巴拉湿巾都能提供贴心呵护。
作为儿童时尚品牌，巴拉巴拉始终秉持“让童年更美好”的理念，为宝宝带来安全与舒适的成长体验。",19.90,1275,seller01@cxk.com
美赞臣 婴儿柔护湿巾 80抽*3包,"新生儿专用,美赞臣 婴儿柔护湿巾，专为新生儿及婴幼儿娇嫩肌肤设计，采用无酒精、无香精的温和配方，呵护宝宝肌肤免受刺激。选用高品质纯棉材质，触感柔软，尺寸为15cm*20cm，每包80抽，共3包大容量，满足日常清洁需求。无论是擦拭小手、脸蛋还是换尿布时的清洁，美赞臣湿巾都能提供贴心保护。品牌秉承科学育儿理念，致力于为宝宝带来安全与舒适的成长体验。
适合母婴家庭日常使用，妈妈的贴心选择！",39.90,1280,seller01@cxk.com
Keep 智能运动手环 K5 Pro 新升级款,"Keep 智能运动手环 K5 Pro，专为运动爱好者打造，完美融合科技与健康理念，助力每一次锻炼！
核心功能包括精准心率监测、步数统计、卡路里消耗追踪及多种运动模式识别，支持跑步、骑行、游泳等场景，随时随地记录你的运动数据。
手环采用高品质硅胶材质，佩戴舒适，屏幕为1.2英寸AMOLED高清彩屏，电池续航长达7天，防水等级IP68，适合全天候佩戴。
搭配Keep APP，还能定制专属健身计划，与百万Keep用户一起挑战自我，践行“自律给我自由”的品牌精神！
无论是晨跑、健身房锻炼还是日常通勤，K5 Pro都是你不可或缺的运动伙伴！",299.99,1275,seller01@cxk.com
探路者 专业健身哑铃 5KG 双只装,"探路者品牌致力于户外运动与健康生活的推广，这款专业健身哑铃专为家庭及健身房打造，助您随时随地塑造完美体型。
采用高密度铸铁材质，哑铃表面覆盖环保PVC防滑涂层，耐磨耐用，手感舒适，确保安全握持；单只重量5KG，双只装适合初学者及中级健身者力量训练。
尺寸科学设计，长约25cm，握杆直径3cm，提供稳定抓握体验；经典黑色外观，简约大气，彰显探路者品牌一贯的硬核风格。
无论是居家锻炼、户外健身还是健身房强化训练，这款哑铃都能成为您的得力助手，助力挑战自我、探索无限可能！
探路者，陪您一起迈向更强的自己！",129.90,368,seller01@cxk.com
飞鹤 星护系列奶瓶 240ml 防胀气款,"飞鹤星护系列奶瓶，专为新生儿和婴幼儿设计，采用食品级PP材质，安全无毒，确保宝宝饮用无忧。容量240ml，适合0-6个月宝宝使用，配备防胀气仿母乳硅胶奶嘴，有效减少宝宝喝奶时的空气吸入，呵护宝宝娇嫩肠胃。
产品尺寸科学设计，手握舒适，方便妈妈喂养；透明瓶身搭配可爱星空图案，兼具实用与美观。
飞鹤品牌始终秉持“更适合中国宝宝体质”的理念，这款奶瓶是妈妈们的安心之选，陪伴宝宝健康成长的每一天！",89.90,1278,seller01@cxk.com
飞鹤 童装 星光系列 宝宝连体衣 0-12个月,"飞鹤 童装 星光系列 宝宝连体衣，专为0-12个月的宝宝设计，采用100%纯棉面料，柔软透气，呵护宝宝娇嫩肌肤。
经典蓝色与白色拼接设计，可爱卡通星星图案，增添趣味性，适合日常穿着或外出拍照。
尺寸覆盖0-3M、3-6M、6-12M，肩部和裆部均配有便捷按扣，方便穿脱与换尿布。
飞鹤品牌秉承“专注母婴健康”的理念，致力于为宝宝提供安全舒适的穿着体验，让每一位小星星都闪耀光芒！",99.90,320,seller01@cxk.com
美赞臣 优护系列 260ml 婴儿奶瓶,"美赞臣 优护系列 260ml 婴儿奶瓶，专为新生儿及幼儿设计，采用医用级硅胶奶嘴，柔软仿母乳触感，有效减少宝宝胀气不适。
瓶身选用高品质PPSU材质，耐高温且不含BPA，安全无毒，保护宝宝健康成长。
容量为260ml，适合3-12个月宝宝使用，搭配防漏设计，方便妈妈外出携带或夜间喂养。
独特的人体工学瓶身设计，易于抓握，减轻妈妈喂养负担。
美赞臣始终秉持“科学营养，呵护成长”的品牌理念，为每一位宝宝提供最优质的喂养体验！",89.90,1275,seller01@cxk.com
爱他美 经典金装婴幼儿奶粉 3段 800g,"爱他美经典金装婴幼儿奶粉3段，专为1-3岁宝宝设计，源自欧洲高端配方，含独特GOS/FOS益生元组合，帮助宝宝肠道健康，促进免疫力提升。
产品净重800g，采用安全环保包装，易于储存，适合日常喂养需求。
爱他美始终秉持“以科学营养呵护宝宝成长”的品牌理念，为中国家庭提供贴近母乳的优质奶源。
无论是日常营养补充，还是宝宝断奶过渡，都是妈妈们的信赖之选！",268.50,1278,seller01@cxk.com
巴拉巴拉 婴儿湿巾 纯净柔护80抽装,"巴拉巴拉婴儿湿巾 纯净柔护80抽装，专为宝宝娇嫩肌肤设计，选用高品质无纺布，柔软细腻，不含酒精、荧光剂，温和无刺激，安全呵护宝宝肌肤。
每片湿巾尺寸为20cm x 15cm，容量80抽，方便携带，适合日常清洁、换尿布、外出旅行等多种场景。
采用EDI纯净水工艺，确保每一滴水都纯净无杂质，湿润度适中，不易破损。
巴拉巴拉秉承“让童年更美好”的品牌理念，致力于为宝宝提供最贴心的护理体验！",29.90,1234,seller01@cxk.com
爱他美 童鞋 轻盈舒适成长款 3-6岁,"爱他美 童鞋 轻盈舒适成长款，专为3-6岁宝宝设计，贴合幼儿脚型，助力健康成长！采用高品质透气网布与柔软牛皮材质，鞋底防滑耐磨，确保宝宝每一步都安全稳健。鞋内加入记忆棉鞋垫，减轻脚部压力，适合日常穿搭、户外活动及幼儿园使用。尺寸可选20-25码，经典蓝白配色，时尚又百搭。
爱他美品牌始终秉持“陪伴成长，呵护每一步”的理念，为宝宝提供专业母婴用品。这款童鞋不仅是穿搭单品，更是父母对孩子爱的守护！",129.90,1278,seller01@cxk.com
巴拉巴拉 婴儿推车 轻便折叠款 YX2023,"巴拉巴拉 婴儿推车 轻便折叠款 YX2023，专为现代年轻父母设计，融合巴拉巴拉品牌“让童年更美好”的理念，致力于为宝宝提供安全舒适的出行体验。
这款推车采用高强度铝合金框架，轻至6.5kg，单手即可折叠，轻松放入汽车后备箱，适合日常出行或短途旅行。
配备五点式安全带和减震轮胎，确保0-3岁宝宝的安全与平稳，座椅可180度调节，满足躺卧需求。
车身提供粉蓝、灰白两种时尚配色，搭配大容量储物篮，方便携带婴儿用品。
无论是城市漫步还是郊外踏青，巴拉巴拉婴儿推车都是您和宝宝的贴心伴侣！",899.90,127,seller01@cxk.com
好孩子 童装 秋冬加绒保暖套装 GC-KZ2023,"好孩子品牌童装，专注婴童健康与舒适体验！这款 GC-KZ2023 秋冬加绒保暖套装，采用优质纯棉面料，内里加绒设计，柔软亲肤，保暖性极佳，适合 2-6 岁宝宝穿着。
主要规格：上衣+裤子两件套，尺寸覆盖 90-130cm，颜色有活力蓝和甜美粉可选。
使用场景：秋冬户外活动、日常上学或家庭聚会，轻松应对各种场合，让宝宝温暖又时尚。
好孩子秉承“关爱成长”的理念，每一件童装都为宝宝提供最贴心的保护与陪伴！",129.90,315,seller01@cxk.com
帮宝适 智能早教机 启智宝2023款,"帮宝适智能早教机启智宝2023款，专为0-6岁宝宝设计，助力早期启蒙教育！
采用环保ABS材质，安全无毒，尺寸为25cm*18cm*5cm，轻便易握，适合小手操作；配备高清彩屏与双语发音系统，内置500+早教内容，涵盖儿歌、故事、数字、字母启蒙。
独特AI互动功能，根据宝宝学习进度智能调整内容，寓教于乐，帮助父母在哄睡、日常陪伴中轻松实现科学早教。
帮宝适秉承“守护宝宝成长每一步”的品牌理念，为您提供高品质母婴智能产品！",298.50,1275,seller01@cxk.com
好奇 孕妇装 轻柔呵护系列 M码,"好奇孕妇装轻柔呵护系列，专为准妈妈设计，采用95%纯棉面料，柔软透气，亲肤无刺激，贴合孕期肌肤需求。提供M/L/XL三种尺寸可选，经典黑白灰三色，适合不同孕期阶段穿着，腰部可调节设计，舒适不勒腹，完美适应孕肚变化。无论是居家休闲还是外出散步，好奇孕妇装都能为准妈妈带来全天候的舒适体验。
作为好奇品牌的核心理念，我们致力于守护每一位准妈妈的健康与幸福，让孕期也能自信美丽。",129.90,1280,seller01@cxk.com
乐高 婴儿推车 智能轻便款 LGO-2023,"乐高品牌倾心打造的智能轻便款婴儿推车 LGO-2023，将创意与实用完美结合，专为现代家庭设计！
采用高强度铝合金框架，轻盈耐用，净重仅6.5kg，折叠尺寸仅为50x40x25cm，方便携带。
配备多段可调节座椅，适合0-36个月宝宝，座椅面料选用透气环保棉，三色可选（活力黄、柔和蓝、经典灰）。
独特的一键收车技术，让妈妈单手操作也能轻松应对，无论是城市公园散步还是旅行出行，都能为宝宝提供舒适安全的空间。
乐高始终秉持“启发创造力”的理念，这款推车不仅是工具，更是陪伴宝宝成长的创意伙伴！",1299.99,238,seller01@cxk.com
好奇 皇家呵护纸尿裤 NB码新生儿专用,"好奇皇家呵护纸尿裤 NB码，专为新生儿设计，采用超柔云感材质，触感细腻，呵护宝宝娇嫩肌肤。独特的3D立体吸收芯，瞬吸尿液，防漏设计让宝宝整夜干爽无忧，妈妈更安心。适合0-5kg宝宝，尺码精准贴合，配备智能湿显条，方便随时观察更换时机。好奇品牌始终秉持“给宝宝最好”的理念，陪伴每一位新手爸妈，守护宝宝健康成长。
无论是日常家居还是外出旅行，这款纸尿裤都是您贴心的选择！",89.90,1278,seller01@cxk.com
帮宝适 超薄透气纸尿裤 NB新生儿专用 88片装,"帮宝适超薄透气纸尿裤，专为新生儿设计，采用独特3D立体裁剪，贴合宝宝娇嫩肌肤，超薄吸收芯技术，瞬吸干爽，防止渗漏，守护宝宝整夜安睡。
选用进口高分子吸水材质，吸收量高达500ml，配合柔软棉质表层，透气性极佳，减少闷热不适，适合0-5kg宝宝使用。
无论是白天活动还是夜间睡眠，帮宝适始终为宝宝提供舒适保护，秉承品牌“让爱更贴近”的理念，妈妈更安心！",99.90,1280,seller01@cxk.com
好孩子 超柔透气纸尿裤 M号 48片装,"好孩子 超柔透气纸尿裤，专为宝宝娇嫩肌肤设计，采用顶级无纺布材质，超柔触感，呵护宝宝每一寸肌肤。
核心吸水层可瞬间吸收尿液，锁水不渗漏，保持长达12小时干爽，适合M号（6-11kg）宝宝使用。
透气外层有效减少闷热，预防红屁股，让宝宝在爬行、玩耍中自在舒适。
好孩子品牌秉承“让爱更科学”的理念，致力于为中国家庭提供高品质母婴用品，陪伴宝宝健康成长！",79.90,1285,seller01@cxk.com
帮宝适 童装 舒适成长系列 秋冬保暖套装,"帮宝适 童装 舒适成长系列，专为0-3岁宝宝设计，采用100%纯棉面料，柔软透气，亲肤无刺激，守护宝宝娇嫩肌肤。套装包含上衣+裤子，适合秋冬季节，保暖不臃肿，提供S/M/L三种尺码，适应不同成长阶段，颜色为温馨米白与浅蓝可选。无论日常居家还是外出游玩，都能让宝宝活动自如，舒适无负担。
帮宝适品牌始终秉持“呵护宝宝每一步成长”的理念，注重细节设计，如加宽肩部、弹性腰围，确保穿脱方便又贴合。这款童装是妈妈们的贴心选择，陪伴宝宝健康成长！",89.90,127,seller01@cxk.com
好孩子 宝宝辅食营养研磨套装Pro版,"好孩子 宝宝辅食营养研磨套装Pro版，专为6个月以上宝宝设计，助力妈妈轻松制作健康辅食！采用食品级PP材质，安全无毒，确保宝宝入口无忧；配备300ml大容量研磨碗，搭配精密研磨刀片，轻松将蔬菜、肉类、水果研磨成细腻泥状，保留食材原味与营养。适合家庭厨房使用，无论是制作米糊、果泥还是肉泥，都能满足宝宝不同成长阶段的需求。
好孩子品牌始终秉承“关爱宝宝，守护成长”的理念，每一款产品都经过严格质检，让妈妈更安心。套装包含多种颜色可选（粉、蓝、绿），小巧便携，清洗方便，是新手妈妈的贴心选择！",89.99,1278,seller01@cxk.com
贝亲 童装 舒适棉质婴幼儿连体衣 秋冬款,"贝亲 童装 舒适棉质婴幼儿连体衣，专为新生儿及婴幼儿设计，选用100%优质纯棉面料，柔软透气，亲肤无刺激，保护宝宝娇嫩肌肤。
这款连体衣提供3-12个月宝宝的多种尺码选择，配有可爱卡通图案，颜色柔和（粉色、蓝色可选），让宝宝穿上更显萌态。
适合秋冬季节日常穿着或外出活动，方便换洗，贴心设计符合贝亲一贯的“守护宝宝健康成长”理念。
穿上贝亲童装，让宝宝每一刻都舒适又时尚！",89.99,326,seller01@cxk.com
Babycare 宝宝有机米粉辅食 婴幼儿营养款 300g,"专为婴幼儿设计的Babycare 宝宝有机米粉辅食，精选优质有机大米，富含多种营养元素，助力宝宝健康成长。
产品净重300g，细腻易消化，适合6个月以上宝宝添加辅食，添加无糖无盐配方，呵护宝宝娇嫩肠胃。
无论是早餐搭配果泥，还是午餐添加蔬菜泥，Babycare 米粉都能轻松满足宝宝的多样化口味需求。
Babycare 始终秉持“科学育儿，安全第一”的品牌理念，为每一位宝妈提供安心选择！",39.90,1275,seller01@cxk.com
好孩子 舒适成长童鞋 2023新款,"好孩子品牌匠心打造，这款2023新款舒适成长童鞋专为3-6岁幼儿设计，采用高品质透气网布与柔软PU材质，内里加厚棉垫，呵护宝宝娇嫩双脚。
鞋底采用防滑耐磨橡胶，抓地力强，适合幼儿园日常活动、户外游玩等多种场景。
配备魔术贴设计，穿脱便捷，满足孩子自主穿鞋需求。
颜色可选：活力蓝与甜美粉；尺码覆盖16-21码，精准贴合不同年龄段。
好孩子始终秉持“关爱成长”的品牌理念，陪伴每一步健康成长！",129.90,376,seller01@cxk.com
美赞臣 轻便婴儿推车 ProMax 2023款,"美赞臣 轻便婴儿推车 ProMax 2023款，专为新生儿至3岁宝宝设计，结合美赞臣“科学育儿，守护成长”的品牌理念，提供安全舒适的出行体验。
采用航空级铝合金车架，净重仅5.8kg，单手折叠设计，轻松携带；座椅可调节至170°平躺，保护宝宝脊椎；配备五点式安全带与EPP防震轮，适应城市道路与公园小径。
尺寸为展开85*50*100cm，折叠后仅60*50*30cm，适合车载与家庭储藏；提供星空蓝与樱花粉两色可选。
无论是日常散步、商场购物还是短途旅行，美赞臣推车都是妈妈们的贴心助手！",1299.99,326,seller01@cxk.com
美赞臣 舒适成长童鞋 轻便防滑款,"美赞臣 舒适成长童鞋 轻便防滑款，专为幼儿设计，呵护宝宝每一步成长！采用高品质环保EVA材质，鞋底柔软防滑，确保宝宝在学步或户外活动时安全稳固。鞋面透气网布设计，适合3-6岁儿童，尺码覆盖16-22码，提供粉色、蓝色两色可选。轻盈鞋身仅重约150g，贴合足型，减少脚部负担。
美赞臣品牌始终秉持“科学呵护，助力成长”的理念，这款童鞋特别适合幼儿园日常穿搭或家庭出游，让宝宝自信迈出每一步！",129.90,357,seller01@cxk.com
美赞臣 童装 舒适星婴连体衣 秋冬款,"美赞臣品牌童装，专为婴幼儿打造的舒适星婴连体衣秋冬款，采用100%纯棉面料，柔软透气，贴合宝宝娇嫩肌肤，呵护无负担。
设计注重安全性，无荧光剂，环保染色，妈妈更放心；连体衣款式适合0-12个月宝宝，尺寸覆盖S/M/L，经典蓝色与粉色可选。
秋冬季节，保暖又方便穿脱，适合室内日常穿着或外出游玩，让宝宝时刻保持活力与舒适。
美赞臣秉承“科学育儿，呵护成长”的理念，为每一位宝宝提供高品质童装选择。",129.90,320,seller01@cxk.com
飞鹤 孕妇装 优雅妈妈系列春夏款,"飞鹤孕妇装优雅妈妈系列，专为准妈妈打造，融合飞鹤品牌“守护母婴健康”的理念，采用高品质纯棉面料，柔软透气，亲肤无刺激，呵护孕期敏感肌肤。
设计上注重舒适与时尚，宽松版型适合孕早期到晚期，腰部可调节设计贴合不同阶段身形，提供全方位支撑。
提供S/M/L/XL多码选择，经典黑、白、浅粉三色可选，适合日常居家或外出穿着，展现准妈妈优雅气质。
飞鹤始终致力于为母婴家庭带来安心与贴心体验，这款孕妇装是您孕期不可或缺的伴侣！",129.90,1275,seller01@cxk.com
爱他美 智能安全座椅 ProMax 3代,"爱他美智能安全座椅 ProMax 3代，为您的宝宝提供极致保护，传承爱他美品牌“以爱守护成长”的理念。
采用航空级铝合金框架和环保EPP缓冲材料，座椅重量仅8.5kg，尺寸为45cm*50cm*65cm，适合0-12岁儿童，配备360度旋转功能及ISOFIX接口，安装便捷，安全稳固。
座椅提供深灰、浅蓝两色可选，兼具时尚与实用，完美适配各种车型，无论是日常出行还是长途旅行，都能让宝宝舒适安坐，父母安心。
内置智能感应系统，实时监控座椅状态，保障每一次出行安全无忧，选择爱他美，就是选择放心！",1299.99,327,seller01@cxk.com
贝亲 婴幼儿营养辅食米粉 200g 经典原味,"贝亲婴幼儿营养辅食米粉，专为6个月以上宝宝设计，采用优质大米精制，富含铁、钙、维生素等多种营养成分，助力宝宝健康成长。
产品容量为200g，经典原味，易于消化，细腻口感适合宝宝初次添加辅食。
无论是日常早餐还是下午加餐，贝亲米粉都是妈妈们的安心选择，搭配温水或母乳即可轻松调制。
贝亲始终秉持“守护宝宝每一步成长”的品牌理念，为中国家庭提供安全、专业、高品质的母婴用品。",29.90,1275,seller01@cxk.com
巴拉巴拉 婴儿推车 轻便折叠星空款,"巴拉巴拉 婴儿推车 轻便折叠星空款，专为现代都市家庭设计，融合巴拉巴拉品牌“关爱婴童，陪伴成长”的理念，提供安全舒适的出行体验。
采用高强度铝合金车架，净重仅6.5kg，单手即可快速折叠，方便携带；配备加宽座椅，适合0-36个月宝宝，座椅可调节至170度平躺，满足不同场景需求。
车身选用环保透气面料，搭配星空蓝经典配色，时尚又实用；配备五点式安全带和防滑大轮，轻松应对城市道路和公园小径。
无论是日常出行还是短途旅行，巴拉巴拉婴儿推车都是妈妈们的贴心选择，陪伴宝宝健康成长！",599.99,128,seller01@cxk.com
美赞臣 孕妇装 轻柔舒适春夏款,"美赞臣品牌全新推出的孕妇装春夏款，专为孕期妈妈设计，融合舒适与时尚！
采用95%高品质纯棉面料，柔软透气，亲肤无刺激，贴合孕期敏感肌肤需求；内置弹性腰带设计，适合孕早期至晚期的不同身形变化，尺寸覆盖S-XXL，多种温柔色系可选（如浅粉、米白）。
无论居家放松还是外出散步，美赞臣孕妇装都能提供全天候的舒适体验，让每位准妈妈感受到品牌的贴心关怀与科学理念，陪伴您安心度过孕期时光！",199.90,1280,seller01@cxk.com
好孩子 童装 2023秋冬新款保暖卫衣套装,"好孩子品牌专注母婴用品多年，为您的宝贝带来这款2023秋冬新款保暖卫衣套装，专为2-6岁幼儿设计，采用100%纯棉面料，柔软透气，亲肤无刺激，内里加绒设计，保暖效果极佳。
套装包含上衣和裤子两件套，尺寸覆盖90-120cm，多种颜色可选（蓝色、粉色、灰色），满足不同宝宝的喜好。
无论是日常穿搭、户外活动还是幼儿园上学，这款童装都能让宝宝舒适又时尚，展现好孩子“让爱更简单”的品牌理念。
选择好孩子，选择安心与品质！",129.90,327,seller01@cxk.com
乐高 宝宝辅食营养套装2023款,"专为中国宝宝打造的乐高品牌辅食套装，结合乐高一贯的创新与安全理念，助力宝宝健康成长！
这款套装采用食品级PP材质，安全无毒，容量为200ml，适合6-24个月宝宝使用，配备三种颜色（红、黄、蓝）辅食碗和配套防滑硅胶勺。
独特拼装式设计，让喂养过程充满乐趣，仿佛与宝宝一起“搭建”营养世界，激发想象力。
无论是家庭日常喂养还是外出旅行，都能轻松携带，满足不同场景需求。
乐高品牌始终致力于通过创意与品质，陪伴每一位宝宝的成长旅程！",129.90,1275,seller01@cxk.com
